"Registro ANS";"CNPJ";"Razão Social";"Nome Fantasia";"Modalidade";"Logradouro";"Número";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereço eletrônico";"Representante";"Cargo Representante";"Data Registro ANS"
"320862";"81076069000109";"UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE PARANAVAÍ";"Cooperativa Médica";"RUA RIO GRANDE DO NORTE";"1428";"";"CENTRO";"Paranavaí";"PR";"87701020";"44";"34211100";"34211104";"juridico@unimedpvai.coop.br";"RENATO LÍVIO DE MARCHI";"REPRESENTANTE";"17/12/1998"
"323004";"00012698000165";"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE PENAPOLIS COOP TRAB MEDICO";"Cooperativa Médica";"RUA DR RAMALHO FRANCO";"753";"";"CENTRO";"Penápolis";"SP";"16300049";"18";"36545027";"36545012";"ans@unimedpenapolis.com.br";"LUCAS DE OLIVEIRA QUESSADA";"PRESIDENTE";"18/12/1998"
"342343";"47565155000139";"UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO";"UNIMED PINDAMONHANGABA";"Cooperativa Médica";"RUA ALCIDES RAMOS NOGUEIRA";"650";"1º ANDAR/ SALA 1";"MOMBAÇA";"Pindamonhangaba";"SP";"12421705";"01";"236444400";"22432032";"presidente@unimedpinda.com.br";"MAURA APARECIDA DA SILVA";"REPRESENTANTE";"16/12/1998"
"315729";"44803922000102";"UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS";"UNIMED DE PIRACICABA";"Cooperativa Médica";"Av. Antonia Pazzinato Sturion";"1201";"";"Morumbi";"Piracicaba";"SP";"13420640";"19";"34171848";"";"regulacao@unimedpiracicaba.com.br";"CARLOS ALBERTO JOUSSEF";"DIRETOR PRESIDENTE";"17/12/1998"
"314242";"00840048000108";"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"RUA JOAQUIM PROCÓPIO DE ARAÚJO";"3178";"";"CENTRO";"Pirassununga";"SP";"13631020";"19";"35658700";"35658711";"unimed@unimedpirassununga.coop.br";"FERNANDO PAULO GARRITANO PEREIRA RAMALHO";"DIRETOR PRESIDENTE";"16/12/1998"
"315796";"44863959000126";"UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO";"UNIMED DE PRESIDENTE PRUDENTE";"Cooperativa Médica";"AV. CEL. JOSÉ SOARES MARCONDES";"3355";"";"JARDIM BONGIOVANI";"Presidente Prudente";"SP";"19050230";"18";"21018311";"21018390";"coar@unimedprudente.com.br";"NILVA GALLI";"DIRETORA PRESIDENTE";"18/12/1998"
"351776";"45467404000128";"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE REGISTRO";"Cooperativa Médica";"RUA TAMEKICHI TAKANO";"11";"TERREO";"CENTRO";"Registro";"SP";"11900000";"13";"38282000";"38211050";"vdexter@unimedregistro.com.br";"JOSE LUIZ MARTINS ANDRE";"PRESIDENTE";"18/12/1998"
"351202";"45232246000127";"UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE RIBEIRAO PRETO";"Cooperativa Médica";"RUA LAFAIETE";"789";"";"CENTRO";"Ribeirão Preto";"SP";"14015080";"16";"36052212";"36052212";"julio.paim@unimedribeirao.com.br";"GUSTAVO RIBEIRO DE OLIVEIRA";"PRESIDENTE";"29/12/1998"
"306126";"44663631000166";"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE RIO CLARO SP";"Cooperativa Médica";"AVENIDA TRÊS";"654";"";"CENTRO";"Rio Claro";"SP";"13500391";"19";"35266712";"35266734";"contato.ans@unimedrc.com.br";"JOSÉ MARTINIANO GRILLO NETO";"DIRETOR PRESIDENTE";"18/12/1998"
"369292";"48628366000136";"UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO";"UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO M";"Cooperativa Médica";"AVENIDA BRASIL";"555";"";"VILA FREZZARIM";"Americana";"SP";"13465240";"19";"34713010";"";"juridico@unimedsa.com.br";"CESAR AUGUSTO CIELO";"DIRETOR EXECUTIVO GERAL";"17/12/1998"
"355721";"58229691000180";"UNIMED DE SANTOS COOP DE TRAB MEDICO";"";"Cooperativa Médica";"AV ANA COSTA";"211";"";"ENCRUZILHADA";"Santos";"SP";"11060001";"13";"21028100";"21028112";"contabilidade@unimedsantos.com.br";"CLAUDINO GUERRA ZENAIDE";"PRESIDENTE";"24/12/1998"
"354619";"96182068000108";"UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO";"UNIMED DE SAO JOSÉ DO RIO PARDO";"Cooperativa Médica";"RUA FRANCISQUINHO DIAS";"583";"";"CENTRO";"São José do Rio Pardo";"SP";"13720000";"19";"36828888";"36828888";"secretaria@unimedriopardo.coop.br";"EDMILSON ROCHA DE SOUZA";"PRESIDENTE";"22/12/1998"
"318388";"74521188000150";"UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SAO ROQUE";"Cooperativa Médica";"RUA CAPITÃO JOSÉ VICENTE DE MORAES";"97";"";"ESPLANADA MENDES";"São Roque";"SP";"18130780";"11";"47135200";"47135200";"juridico@unimedsaoroque.coop.br";"ADRIANO SALGE";"DIRETOR PRESIDENTE";"16/12/1998"
"303178";"07649106000160";"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA";"UNIMED DE SOBRAL";"Cooperativa Médica";"AV. DOM JOSE TUPINAMBÁ DA FROTA";"1951";"";"CENTRO";"Sobral";"CE";"62010290";"88";"36773005";"36773004";"ans@unimedceara.com.br";"FRANCISCO CARLOS NOGUEIRA ARCANJO";"PRESIDENTE";"30/12/1998"
"361941";"00006037000127";"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED TATUÍ";"Cooperativa Médica";"RUA CEL. AURELIANO DE CAMARGO";"645";"";"CENTRO";"Tatuí";"SP";"18270170";"01";"532058500";"532058509";"unimed@unimedtatui.com.br";"EDER BALLIARI";"PRESIDENTE";"18/12/1998"
"363286";"45171402000197";"UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE TAUBATÉ";"Cooperativa Médica";"RUA CEL. AUGUSTO MONTEIRO";"595";"";"CENTRO";"Taubaté";"SP";"12020160";"12";"21250759";"36355667";"setorans@unimed-taubate.com.br";"WILSON TOSHIHICO GIMBO";"DIRETOR PRESIDENTE";"16/12/1998"
"342386";"03980208000102";"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE TRÊS LAGOAS";"Cooperativa Médica";"AV. ANTONIO TRAJANO";"1110";"";"CENTRO";"Três Lagoas";"MS";"79601002";"67";"21055050";"21055074";"unimedtreslagoas@unimedtreslagoas.com.br";"RONALDO NUNES RIBEIRO";"DIRETOR PRESIDENTE";"24/12/1998"
"364860";"85241339000132";"UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL";"UNIMED DE TUBARAO";"Cooperativa Médica";"AV MARCOLINO MARTINS CABRAL";"2300";"";"AEROPORTO";"Tubarão";"SC";"88705002";"48";"36210240";"36210201";"secretaria.diretoria@unimedtubarao.com.br";"ANDRÉ LUZ GUEDES";"PRESIDENTE";"17/12/1998"
"365530";"56762172000157";"UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE TUPA";"Cooperativa Médica";"RUA PIRATININS";"110";"";"CENTRO";"Tupã";"SP";"17600100";"14";"34044100";"";"unimed@unimedtupa.com.br";"FRANK BUCCI PINTO";"PRESIDENTE";"21/12/1998"
"362573";"25686544000180";"UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO";"UNIMED UBA";"Cooperativa Médica";"RUA NOSSA SENHORA DA SAÚDE";"118";"";"CENTRO";"Ubá";"MG";"36500008";"32";"35393600";"";"gerencia@unimed-uba.coop.br";"JÚLIO CÉSAR FERREIRA DA SILVA ";"DIRETOR PRESIDENTE";"17/12/1998"
"364584";"35917970000130";"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"RODOVIA DOS METALURGICOS ";"2520";"";"CASA DE PEDRA";"Volta Redonda";"RJ";"27258000";"24";"21027000";"";"regulacao.processo@unimedvr.com.br";"VITORIO MOSCON PUNTEL";"DIRETOR PRESIDENTE";"21/12/1998"
"328073";"53807475000150";"UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE VOTUPORANGA";"Cooperativa Médica";"RUA RIO DE JANEIRO";"3260";"";"PATRIMÔNIO VELHO";"Votuporanga";"SP";"15505165";"17";"34059494";"34059499";"secretaria@unimedvotuporanga.com.br";"OSMAR ALECIO DAN";"PRESIDENTE";"18/12/1998"
"319121";"25250820000162";"UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED DIVINOPOLIS";"Cooperativa Médica";"RUA ITAPECERICA";"427";"";"CENTRO";"Divinópolis";"MG";"35500018";"37";"32295200";"32295221";"unimed@unimed144.coop.br";"EVANGELISTA JOSE MIGUEL";"DIRETOR PRESIDENTE";"17/12/1998"
"300870";"48090146000100";"UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÉDICAS";"UNIMED DO BRASIL";"Cooperativa Médica";"ALAMEDA SANTOS";"1827";"15º ANDAR";"CERQUEIRA CÉSAR";"São Paulo";"SP";"01419909";"11";"32659700";"32659540";"regulamentacaoub@unimed.coop.br";"OMAR ABUJAMRA JUNIOR";"PRESIDENTE";"17/12/1998"
"356123";"07583396000196";"UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA";"UNIMED DO CARIRI";"Cooperativa Médica";"RUA SANTA CLARA";"78";"";"SALESIANO";"Juazeiro do Norte";"CE";"63050210";"88";"35662042";"32547000";"ans@unimedceara.com.br";"FRANCISCO DE ASSIS SAMPAIO";"PRESIDENTE";"23/12/1998"
"321958";"10395358000114";"UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.";"UNIMED DO CEARA";"Cooperativa Médica";"RUA PADRE LUIS FIGUEIRA";"52";"";"CENTRO";"Fortaleza";"CE";"60120150";"85";"34537777";"32523723";"ans@unimedceara.com.br";"DARIVAL BRINGEL DE OLINDA";"PRESIDENTE";"21/12/1998"
"312363";"31432792000105";"UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS";"UNIMED FEDERAÇÃO RIO";"Cooperativa Médica";"AV. RIO BRANCO";"81";"8 E 9 ANDARES";"CENTRO";"Rio de Janeiro";"RJ";"20040004";"21";"21224248";"22332874";"anapaulateixeira@unimedrj.coop.br";"JOÃO ALBERTO DA CRUZ";"DIRETOR PRESIDENTE";"07/01/1999"
"355691";"76590884000143";"UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.";"UNIMED SANTA CATARINA";"Cooperativa Médica";"RUA OTTO BOEHM";"478";"";"AMÉRICA";"Joinville";"SC";"89201700";"47";"34410532";"34410510";"margit.silva@unimedsc.coop.br";"WALTER NEY GALETTO JUNQUEIRA";"DIRETOR DE DESENVOLVIMENTO E SERVIÇOS";"16/12/1998"
"319996";"43643139000166";"UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS";"FEDERAÇÃO DAS UNIMEDS DO ESTADO DE SÃO PAULO";"Cooperativa Médica";"RUA JOSÉ GETÚLIO";"78/90";"";"ACLIMAÇÃO";"São Paulo";"SP";"01509000";"11";"21462552";"24462656";"presidencia@unimedfesp.coop.br";"EDUARDO ERNESTO CHINAGLIA";"DIRETOR PRESIDENTE";"18/12/1998"
"312720";"78339439000130";"UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS";"UNIMED PARANÁ";"Cooperativa Médica";"RUA ANTONIO CAMILO";"283";"";"TARUMÃ";"Curitiba";"PR";"82530450";"41";"32191500";"32191468";"representante.ans@unimedpr.coop.br";"ULISSES CABRAL BISPO FERREIRA";"REPRESENTANTE LEGAL";"17/12/1998"
"325082";"34063123000193";"UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DO OESTE DA BAHIA";"Cooperativa Médica";"RUA PROFESSORA GUIOMAR PORTO";"389";"TÉRREO";"CENTRO";"Barreiras";"BA";"47800000";"77";"36111447";"36115908";"uni.oesteba@uol.com.br";"JOSE CARLOS DURAN ALVAREZ";"PRESIDENTE";"29/12/1998"
"305227";"78420783000150";"UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO";"";"Cooperativa Médica";"AVENIDA BRASILIA ";"2291";"";"CENTRO";"Medianeira";"PR";"85884000";"45";"32408200";"32408201";"medianeira@unimedpr.com.br";"MAURICIO GARCIA";"PRESIDENTE";"17/12/1998"
"350371";"16415598000110";"UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED DO SUDOESTE";"Cooperativa Médica";"AV.OTAVIO SANTOS";"147";"";"RECREIO";"Vitória da Conquista";"BA";"45020750";"77";"21019355";"";"nucleoans@unimedsudoeste.com.br";"LIOMAR COUTO LEAL";"DIRETOR PRESIDENTE";"21/12/1998"
"311715";"73936395000102";"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.";"UNIMED ENCOSTA DA SERRA";"Cooperativa Médica";"RUA FEDERACAO";"2799";"N/C";"CENTRO";"Taquara";"RS";"95600068";"51";"35410816";"35410800";"unimed@unimed-es.com.br";"LUIS ALFREDO TIMMEN";"PRESIDENTE";"22/12/1998"
"357022";"87638334000173";"UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.";"UNIMED (RS)  ERECHIM";"Cooperativa Médica";"AV. SETE DE SETEMBRO";"2001";"";"FÁTIMA";"Erechim";"RS";"99700000";"54";"35206100";"35206100";"contabilidade@unimed-erechim.com.br";"LUIZ FELIPE BARRENECHE LEÃES";"PRESIDENTE";"18/12/1998"
"340251";"80653975000158";"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO";"UNIMED EXTREMO OESTE CATARINENSE";"Cooperativa Médica";"RUA BARÃO DO TRIUNFO";"821";"";"CENTRO";"São Miguel do Oeste";"SC";"89900000";"49";"36312216";"";"ans@unimedextremooeste.com.br";"JOSEMIR WERLANG";"PRESIDENTE";"17/12/1998"
"346209";"42043067000153";"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO";"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"AV. PRESIDENTE GETÚLIO VARGAS";"1245";"";"MONTE CASTELO";"Teixeira de Freitas";"BA";"45996137";"73";"32638000";"";"juliana@unimedextremosul.com.br";"JORGE ELIAS DE CARVALHO";"PRESIDENTE";"22/12/1998"
"328031";"02511261000100";"UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO";"";"Cooperativa Médica";"RUA BARÃO DE MELGAÇO";"2754";"6º ANDAR";"CENTRO SUL";"Cuiabá";"MT";"78020800";"65";"36245443";"36230462";"regulamentacao@unimedmt.coop.br";"RUBENS CARLOS DE OLIVEIRA JUNIOR";"DIRETOR PRESIDENTE";"24/12/1998"
"351792";"81697419000146";"UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO";"UNIMEDFOZ";"Cooperativa Médica";"RUA MARECHAL DEODORO DA FONSECA";"481";"";"CENTRO";"Foz do Iguaçu";"PR";"85851030";"45";"35231144";"35231144";"diretoria@unimedfoz.com.br";"ISIDORO ANTONIO VILLAMAYOR ALVAREZ";"PRESIDENTE";"17/12/1998"
"354783";"45309606000141";"UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES";"UNIMED DE FRANCA";"Cooperativa Médica";"RUA GENERAL CARNEIRO";"1595";"";"CENTRO";"Franca";"SP";"14400500";"16";"37116725";"37116785";"juridico@unimedfranca.com.br";"DANIEL MARTINIANO HABER";"DIRETOR PRESIDENTE";"18/12/1998"
"336858";"81710543000102";"UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO";"UNIMED FRANCISCO BELTRAO";"Cooperativa Médica";"AV. JULIO ASSIS CAVALHEIRO";"1171";"";"CENTRO";"Francisco Beltrão";"PR";"85601000";"46";"35205834";"35205834";"nucleoregulamentar@unimedfb.coop.br";"WEMILDA MARTA FREGONESE FELTRIN";"PRESIDENTE";"17/12/1998"
"352179";"87689527000153";"UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED FRONTEIRA NOROESTE/RS";"Cooperativa Médica";"RUA FRANCISCO TIMM";"673";"";"CENTRO";"Santa Rosa";"RS";"98900000";"05";"535125424";"535125424";"unimed@unimed-fno.com.br";"MARCOS CHRISTENSEN";"PRESIDENTE";"22/12/1998"
"371564";"02248344000140";"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED FRUTAL COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"RUA SENADOR GOMES DA SILVA";"410";"";"CENTRO";"Frutal";"MG";"38200000";"34";"34299300";"34299301";"ans@unimedfrutal.coop.br";"ALBERTO FUAD BICHARA";"PRESIDENTE";"17/12/1998"
"382876";"02476067000122";"UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED GOIANIA";"Cooperativa Médica";"PRAÇA GILSON ALVES DE SOUZA";"650";"T-7 ESQ. C/T-1";"SETOR BUENO";"Goiânia";"GO";"74210250";"62";"32168000";"8049";"assuntos.ans@unimedgoiania.com.br";"SERGIO BAIOCCHI CARNEIRO";"REPRESENTANTE LEGAL";"28/12/1998"
"386588";"42892281000184";"UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.";"UNIMED GV COOP TRABALHO MEDICO LTDA";"Cooperativa Médica";"RUA DOM PEDRO II";"435";"";"CENTRO";"Governador Valadares";"MG";"35010090";"33";"21012924";"21012925";"diretoria@unimedgv.com.br";"PAULO ROBERTO FONTES";"DIRETOR PRESIDENTE";"17/12/1998"
"360449";"77858611000108";"UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO";"UNIMED GRANDE FLORIANÓPOLIS ";"Cooperativa Médica";"RUA DOM JAIME CAMARA";"94";"";"CENTRO";"Florianópolis";"SC";"88015120";"48";"328841002235";"32168105";"regulacao@unimedflorianopolis.com.br";"AMILTON CARNIEL GUIMARAES";"REPRESENTANTE";"16/12/1998"
"322571";"78044815000160";"UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED GUARAPUAVA";"Cooperativa Médica";"RUA CAPITÃO ROCHA, 1273";"1263 a 1273";"";"CENTRO";"Guarapuava";"PR";"85010270";"42";"36217500";"36217500";"guarapuava@unimedpr.coop.br";"JOSÉ MOACIR MIERZVA";"DIRETOR PRESIDENTE";"17/12/1998"
"318035";"26291484000169";"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO";"UNIMED GUAXUPÉ";"Cooperativa Médica";"RUA CORONEL ANTONIO COSTA";"306";"";"CENTRO";"Guaxupé";"MG";"37800000";"35";"35596000";"35596168";"ans@unimedguaxupe.coop.br";"NICOLAU BALBINO NETO";"DIRETOR PRESIDENTE";"18/12/1998"
"301124";"01476619000130";"UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO";"UNIMED GURUPI";"Cooperativa Médica";"AVENIDA ALAGOAS";"2125";"L 01 - QD A - LOTEAMENTO DOM PEDRO I";"CENTRO";"Gurupi";"TO";"77410070";"63";"33012521";"33012524";"gerencia@unimedgurupi.com.br";"LUIZ PAULO DA SILVEIRA";"PRESIDENTE";"24/12/1998"
"304395";"22720791000167";"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED INCONFIDENTES";"Cooperativa Médica";"PRAÇA BARAO DE SARAMENHA";"1";"";"SARAMENHA";"Ouro Preto";"MG";"35400000";"31";"35597200";"35597211";"unimed@unimedinconfidentes.coop.br";"DIMAS ANTÔNIO FERREIRA DUTRA";"DIRETOR PRESIDENTE";"17/12/1998"
"320838";"01647867000104";"UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS";"INTRA SUL DE MINAS";"Cooperativa Médica";"RUA IRMAO MARIO ESDRAS";"200";"";"VILA PINTO";"Varginha";"MG";"37010660";"";"";"";"warlei@unimedsuldeminas.coop.br";"MARCELO COUTO LUNA DE ALMEIDA";"DIRETOR PRESIDENTE";"18/12/1998"
"335517";"65276354000109";"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED ITABIRA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"RUA DR. SIZENANDO DE BARROS";"62";"2º ANDAR";"CENTRO";"Itabira";"MG";"35900006";"31";"38397704";"38397720";"produtos@unimeditabira.com.br";"VIRGILINO QUINTÃO TORRES CRUZ";"DIRETOR PRESIDENTE";"17/12/1998"
"322831";"23802218000165";"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO";"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"AVENIDA CESARIO ALVIM";"382";"";"CENTRO";"Itajubá";"MG";"37501059";"03";"536292800";"536292822";"diretoria@unimeditajuba.com.br";"ROGERIO VILELA PINTO";"DIRETOR-PRESIDENTE";"18/12/1998"
"356581";"71063853000110";"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED ITAÚNA";"Cooperativa Médica";"RUA ANTÔNIO DE MATOS ";"146";"GALERIA - EDIF. PORTINARI";"CENTRO";"Itaúna";"MG";"35680030";"37";"32496100";"32496110";"contabilidade@unimeditauna.coop.br";"GERALDO EUSTÁQUIO PEREIRA";"DIRETOR PRESIDENTE";"18/12/1998"
"301060";"41871989000196";"UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.";"UNIMED ITUIUTABA";"Cooperativa Médica";"AV. DEZESSETE";"1196";"";"CENTRO";"Ituiutaba";"MG";"38300132";"34";"32680700";"32680701";"unimed@unimedituiutaba.coop.br";"ADALBERTO ABDO MARTINS";"DIRETOR PRESIDENTE";"17/12/1998"
"352314";"66191263000133";"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED JOÃO MONLEVADE";"Cooperativa Médica";"RUA FLORIANOPOLIS";"27";"PRÉDIO";"CARNEIRINHOS";"João Monlevade";"MG";"35930018";"31";"38514888";"38514820";"unimed@unimedjm.coop.br";"MARCELO LOPES DA MOTA";"DIRETOR PRESIDENTE";"17/12/1998"
"321044";"08680639000177";"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED JOAO PESSOA";"Cooperativa Médica";"AV MARECHAL DEODORO";"420";"";"TORRE";"João Pessoa";"PB";"58040910";"83";"21060216";"32414359";"suenia.brito@unimedjp.com.br";"GUALTER LISBOA RAMALHO ";"DIRETOR PRESIDENTE";"21/12/1998"
"306886";"17689407000170";"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA";"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa Médica";"RUA ESPÍRITO SANTO";"1115";"SALA 03 E SALA 06 - 25º ANDAR";"CENTRO";"Juiz de Fora";"MG";"36016905";"32";"32495500";"32495584";"juridico@unimedjf.coop.br";"DARLAN KNEIPP";"DIRETOR PRESIDENTE";"16/12/1998"
"303267";"56727134000163";"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED JUNDIAÍ";"Cooperativa Médica";"AV. DONA MANOELA LACERDA DE VERGUEIRO ";"25";"";"ANHANGABAÚ";"Jundiaí";"SP";"13208057";"11";"45831000";"45831049";"diretoria@unimedjundiai.com.br";"NILTON JESUS FERNANDES";"PRESIDENTE";"18/12/1998"
"345458";"66477217000103";"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO";"UNIMED LAVRAS";"Cooperativa Médica";"RUA DESEMBARGADOR ALBERTO LUZ";"211";"";"CENTRO";"Lavras";"MG";"37200000";"35";"38290011";"38290038";"ans@unimedlavras.coop.br";"OSMAR FRANCISCO MARQUES DE CARVALHO";"REPRESENTANTE";"18/12/1998"
"386901";"42936518000181";"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA";"UNIMED LEOPLDINA";"Cooperativa Médica";"RUA RIBEIRO JUNQUEIRA";"175";"";"CENTRO";"Leopoldina";"MG";"36700000";"32";"34495064";"34495052";"ans@unimedleopoldina.coop.br";"MARCO ANTONIO DE OLIVEIRA LACERDA";"REPRESENTANTE";"16/12/1998"
"358088";"53678264000165";"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"RUA CORONEL ERNESTO DE OLIVEIRA";"735";"";"VILA CONRADO";"São João da Boa Vista";"SP";"13870249";"19";"36382888";"36382888";"bia@unimedlestepaulista.com.br";"LUÍS ANTÔNIO ESTEVAM";"DIRETOR PRESIDENTE";"18/12/1998"
"303356";"85377174000120";"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA";"UNIMED LITORAL";"Cooperativa Médica";"AV. CEL. MARCOS KONDER";"1233";"";"CENTRO";"Itajaí";"SC";"88301303";"47";"334144006703";"33414444";"ans@unimedlitoral.com.br";"CHRISTIANE RAMOS DERINGER";"SUPERINTENDENTE TÉCNICA";"16/12/1998"
"300136";"00103956000119";"UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA.";"UNIMED LITORAL SUL/RS";"Cooperativa Médica";"RUA AQUIDABAN";"692";"";"CENTRO";"Rio Grande";"RS";"96200480";"53";"32313766";"332319333";"unimedls@unilis.com.br";"JOSÉ CARLOS HENRIQUE DUARTE DOS SANTOS";"PRESIDENTE";"18/12/1998"
"327689";"12442737000143";"UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO";"UNIMED MACEIÓ COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"AV. FERNANDES LIMA";"3113";"";"FAROL";"Maceió";"AL";"57057000";"82";"21211663";"21211666";"unimed@unimedmaceio.com.br";"DANIEL DE MACEDO VERAS";"PRESIDENTE";"23/12/1998"
"354678";"86584901000193";"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO";"UNIMED MACHADO";"Cooperativa Médica";"AVENIDA ARTUR BERNARDES";"120";"LOJAS 1 E 2";"CENTRO";"Machado";"MG";"37750000";"03";"532950700";"";"gerencia@unimedmachado.coop.br";"CLÁUDIO DE LIMA ALVES";"DIRETOR PRESIDENTE";"18/12/1998"
